reservation_status_date,reservation_status_date_id
2016-02-21,306
2016-02-24,307
2016-02-25,308
2016-02-19,309
2016-02-18,310
2016-02-26,311
2016-02-23,312
2016-03-05,313
2016-02-22,314
2016-02-27,315
2016-03-03,316
2016-03-24,317
2016-03-04,318
2016-02-29,319
2016-03-01,320
2016-03-02,321
2016-03-30,322
2016-03-07,323
2016-03-14,324
2016-03-21,325
2016-03-09,326
2016-03-12,327
2016-03-22,328
2016-03-10,329
2016-03-11,330
2016-03-20,331
2016-03-15,332
2016-03-17,333
2016-03-16,334
2016-03-19,335
2016-03-27,336
2016-03-18,337
2016-03-26,338
2016-03-31,339
2016-03-28,340
2016-03-29,341
2016-04-01,342
2016-03-23,343
2016-04-02,344
2016-03-25,345
2016-03-13,346
2016-04-04,347
2016-04-03,348
2016-04-05,349
2016-04-08,350
2016-04-06,351
2016-04-09,352
2016-04-12,353
2016-04-16,354
2016-04-17,355
2016-04-27,356
2016-04-14,357
2016-04-18,358
2016-04-21,359
2016-04-19,360
2016-04-20,361
2016-04-10,362
2016-04-13,363
2016-04-11,364
2016-04-07,365
2016-04-15,366
2016-04-22,367
2016-04-23,368
2016-04-26,369
2016-04-28,370
2016-04-24,371
2016-04-25,372
2016-04-29,373
2016-04-30,374
2016-05-01,375
2016-05-10,376
2016-05-02,377
2016-05-07,378
2016-05-08,379
2016-05-12,380
2016-05-04,381
2016-05-06,382
2016-05-03,383
2016-05-09,384
2016-05-05,385
2016-05-13,386
2016-05-14,387
2016-05-18,388
2016-05-19,389
2016-05-15,390
2016-05-16,391
2016-05-11,392
2016-05-21,393
2016-05-22,394
2016-05-20,395
2016-05-24,396
2016-05-25,397
2016-05-26,398
2016-05-23,399
2016-05-27,400
2016-05-17,401
2016-05-29,402
2016-05-28,403
2016-05-30,404
2016-05-31,405
2016-06-01,406
2016-06-03,407
2016-06-08,408
2016-06-02,409
2016-06-05,410
2016-06-06,411
2016-06-13,412
2016-06-07,413
2016-06-10,414
2016-06-11,415
2016-06-16,416
2016-06-12,417
2016-06-14,418
2016-06-17,419
2016-06-04,420
2016-06-18,421
2016-06-21,422
2016-06-09,423
2016-06-24,424
2016-06-20,425
2016-06-25,426
2016-06-22,427
2016-06-26,428
2016-06-23,429
2016-07-01,430
2016-06-15,431
2016-06-28,432
2016-07-02,433
2016-06-19,434
2016-06-27,435
2016-07-04,436
2016-06-30,437
2016-07-05,438
2016-07-08,439
2016-07-09,440
2016-07-07,441
2016-07-12,442
2016-06-29,443
2016-07-10,444
2016-07-15,445
2016-07-03,446
2016-07-16,447
2016-07-14,448
2016-07-18,449
2016-07-13,450
2016-07-06,451
2016-07-20,452
2016-07-21,453
2016-07-23,454
2016-07-19,455
2016-07-11,456
2016-07-28,457
2016-07-17,458
2016-07-25,459
2016-07-22,460
2016-07-29,461
2016-08-03,462
2016-08-02,463
2016-08-04,464
2016-08-08,465
2016-08-10,466
2016-08-01,467
2016-08-06,468
2016-03-06,469
2016-08-05,470
2016-07-26,471
2016-08-07,472
2016-07-30,473
2016-07-24,474
2016-08-12,475
2016-07-27,476
2016-08-13,477
2016-08-18,478
2016-08-16,479
2016-08-15,480
2016-08-17,481
2016-08-11,482
2016-07-31,483
2016-08-19,484
2016-09-01,485
2016-08-23,486
2016-08-26,487
2016-08-20,488
2016-08-21,489
2016-09-04,490
2016-08-22,491
2016-08-27,492
2016-08-25,493
2016-08-09,494
2016-09-05,495
2016-08-24,496
2016-09-10,497
2016-08-29,498
2016-09-09,499
2016-08-30,500
2016-09-13,501
2016-08-31,502
2016-09-14,503
2016-09-12,504
2016-09-15,505
2016-08-14,506
2016-09-02,507
2016-09-08,508
2016-09-19,509
2016-09-16,510
2016-09-07,511
2016-09-21,512
2016-09-06,513
2016-09-22,514
2016-09-17,515
2016-09-20,516
2016-09-03,517
2016-09-26,518
2016-09-23,519
2016-09-18,520
2016-09-29,521
2016-10-02,522
2016-10-01,523
2016-09-27,524
2016-09-25,525
2016-10-05,526
2016-09-11,527
2016-09-30,528
2016-10-09,529
2016-10-03,530
2016-10-06,531
2016-10-11,532
2016-09-24,533
2016-10-13,534
2016-09-28,535
2016-10-08,536
2016-10-07,537
2016-10-16,538
2016-08-28,539
2016-10-17,540
2016-10-18,541
2016-10-10,542
2016-10-04,543
2016-10-15,544
2016-10-19,545
2016-10-21,546
2016-10-12,547
2016-10-24,548
2016-10-26,549
2016-10-23,550
2016-10-20,551
2016-10-25,552
2016-10-27,553
2016-10-28,554
2016-10-30,555
2016-10-29,556
2016-11-01,557
2016-11-04,558
2016-10-14,559
2016-11-07,560
2016-11-03,561
2016-11-10,562
2016-11-14,563
2016-11-02,564
2016-10-31,565
2016-11-11,566
2016-11-08,567
2016-11-05,568
2016-11-25,569
2016-11-09,570
2016-11-20,571
2016-10-22,572
2016-11-22,573
2016-11-16,574
2016-11-23,575
2016-11-17,576
2016-11-06,577
2016-11-15,578
2016-11-13,579
2016-11-12,580
2016-11-21,581
2016-11-27,582
2016-11-19,583
2016-11-30,584
2016-11-18,585
2016-12-02,586
2016-12-04,587
2016-11-29,588
2016-12-07,589
2016-11-28,590
2016-12-03,591
2016-12-06,592
2016-11-24,593
2016-12-08,594
2016-12-05,595
2016-12-10,596
2016-12-13,597
2016-12-14,598
2016-12-16,599
2016-12-15,600
2016-12-17,601
2016-12-19,602
2016-12-21,603
2016-12-20,604
2016-12-22,605
2016-12-23,606
2016-12-24,607
2016-12-01,608
2016-12-27,609
2016-12-29,610
2016-12-30,611
2016-12-12,612
2017-01-02,613
2016-12-11,614
2017-01-03,615
2017-01-04,616
2017-01-01,617
2016-12-26,618
2017-01-06,619
2016-12-28,620
2016-12-18,621
2017-01-10,622
2017-01-11,623
2017-01-07,624
2017-01-12,625
2017-01-16,626
2017-01-14,627
2017-01-13,628
2017-01-05,629
2017-01-17,630
2017-01-20,631
2016-12-09,632
2017-01-26,633
2016-12-31,634
2017-01-23,635
2017-01-27,636
2017-01-28,637
2017-01-19,638
2017-01-25,639
2017-01-24,640
2017-01-29,641
2017-01-18,642
2016-12-25,643
2017-01-15,644
2017-01-21,645
2017-02-01,646
2017-02-02,647
2017-01-31,648
2017-02-03,649
2017-02-04,650
2017-02-06,651
2017-02-07,652
2017-02-08,653
2017-01-30,654
2017-02-09,655
2017-01-09,656
2017-02-11,657
2017-02-10,658
2017-02-12,659
2017-02-13,660
2017-02-14,661
2017-02-16,662
2017-02-17,663
2017-02-18,664
2017-02-19,665
2017-02-20,666
2017-02-15,667
2017-02-21,668
2017-02-22,669
2017-02-26,670
2017-02-23,671
2017-02-24,672
2017-02-25,673
2017-02-28,674
2017-03-05,675
2017-02-27,676
2017-03-03,677
2017-03-06,678
2017-03-02,679
2017-03-08,680
2017-03-09,681
2017-03-10,682
2017-03-07,683
2017-03-12,684
2017-03-13,685
2017-03-14,686
2017-03-01,687
2017-03-18,688
2017-03-17,689
2017-03-24,690
2017-03-22,691
2017-03-26,692
2017-03-27,693
2017-03-11,694
2017-03-28,695
2017-03-29,696
2017-03-30,697
2017-03-31,698
2017-03-19,699
2017-01-22,700
2017-04-02,701
2017-03-20,702
2017-04-03,703
2017-01-08,704
2017-03-23,705
2017-04-05,706
2017-02-05,707
2017-04-04,708
2017-03-15,709
2017-04-07,710
2017-03-25,711
2017-04-08,712
2017-04-06,713
2017-03-21,714
2017-04-10,715
2017-04-01,716
2017-04-11,717
2017-04-13,718
2017-04-15,719
2017-04-12,720
2017-03-04,721
2017-04-19,722
2017-04-22,723
2017-04-20,724
2017-05-02,725
2017-04-09,726
2017-04-23,727
2017-04-24,728
2017-04-16,729
2017-04-28,730
2017-04-18,731
2017-04-26,732
2017-04-25,733
2017-04-17,734
2017-04-21,735
2017-05-03,736
2017-05-04,737
2017-03-16,738
2017-05-05,739
2017-04-29,740
2017-04-14,741
2017-05-08,742
2017-04-27,743
2017-05-11,744
2017-05-01,745
2017-05-10,746
2017-05-13,747
2017-05-06,748
2017-05-14,749
2017-05-16,750
2017-04-30,751
2017-05-15,752
2017-05-07,753
2017-05-09,754
2017-05-17,755
2017-05-21,756
2017-05-12,757
2017-05-22,758
2017-05-24,759
2017-05-23,760
2017-05-25,761
2017-05-26,762
2017-05-28,763
2017-05-27,764
2017-05-29,765
2017-05-19,766
2017-05-31,767
2017-05-20,768
2017-06-01,769
2017-05-30,770
2017-06-02,771
2016-11-26,772
2017-06-04,773
2017-06-05,774
2017-06-06,775
2017-06-07,776
2017-05-18,777
2017-06-09,778
2017-06-10,779
2017-06-11,780
2017-06-12,781
2017-06-14,782
2017-06-08,783
2017-06-16,784
2017-06-13,785
2017-06-03,786
2017-06-24,787
2017-06-20,788
2017-06-19,789
2017-06-21,790
2017-06-26,791
2017-06-27,792
2017-06-22,793
2017-06-28,794
2017-06-15,795
2017-06-29,796
2017-06-30,797
2017-06-18,798
2017-07-04,799
2017-07-08,800
2017-07-05,801
2017-07-03,802
2017-07-07,803
2017-07-01,804
2017-07-06,805
2017-07-11,806
2017-07-12,807
2017-06-23,808
2017-07-13,809
2017-07-02,810
2017-07-10,811
2017-07-14,812
2017-07-15,813
2017-07-16,814
2017-07-18,815
2017-07-17,816
2017-07-19,817
2017-07-20,818
2017-07-21,819
2017-06-25,820
2017-06-17,821
2017-07-24,822
2017-07-26,823
2017-07-09,824
2017-07-27,825
2017-07-28,826
2017-07-31,827
2017-07-29,828
2017-07-22,829
2017-08-02,830
2017-08-01,831
2017-08-03,832
2017-08-04,833
2017-07-25,834
2017-07-23,835
2017-08-09,836
2017-08-10,837
2017-07-30,838
2017-08-07,839
2017-08-13,840
2017-08-05,841
2017-08-14,842
2017-08-08,843
2017-08-16,844
2017-08-17,845
2017-08-15,846
2017-08-18,847
2017-08-20,848
2017-08-22,849
2017-08-06,850
2017-08-25,851
2017-08-26,852
2017-08-23,853
2017-08-11,854
2017-08-27,855
2017-08-21,856
2017-08-29,857
2017-08-31,858
2017-08-12,859
2017-08-19,860
2016-01-31,861
2017-09-01,862
2017-08-28,863
2015-04-03,864
2015-01-21,865
2015-01-28,866
2015-01-29,867
2015-01-30,868
2015-02-02,869
2015-02-05,870
2015-02-06,871
2015-02-09,872
2015-02-10,873
2015-02-11,874
2015-02-12,875
2015-02-19,876
2015-02-20,877
2015-02-23,878
2015-02-24,879
2015-02-25,880
2015-02-26,881
2015-02-27,882
2015-03-03,883
2015-03-04,884
2015-03-06,885
2015-03-09,886
2015-03-11,887
2015-03-12,888
2015-03-18,889
2015-04-02,890
2015-06-14,891
2015-04-08,892
2015-04-16,893
2015-04-25,894
2015-04-28,895
2015-05-08,896
2017-09-06,897
2016-02-28,898
2015-12-09,899
2015-12-14,900
2017-09-09,901
2017-09-02,902
2017-08-24,903
2017-08-30,904
2017-09-03,905
2017-09-04,906
2017-09-05,907
2017-09-07,908
2017-09-08,909
2017-09-10,910
2017-09-12,911
2017-09-14,912
2015-04-30,913
2015-04-21,914
2015-04-05,915
2015-03-13,916
2015-05-05,917
2015-03-29,918
2015-06-10,919
2015-04-27,920
2014-10-17,921
2015-01-20,922
2015-02-17,923
2015-03-10,924
2015-03-23,925
